Japanese Input,Japanese,Type,Image,Audio,Vietnamese,Korean,Chinese_Simplified,Chinese_Traditional,English,Spanish_LA,Spanish_SP,Word_1,Word_2,Word_3,Word_4,Word_Example_1,Word_Example_2,Word_Example_3,Word_Example_4,Word_Example_1_Audio,Word_Example_2_Audio,Word_Example_3_Audio,Word_Example_4_Audio
兄役どの オレは腹(はら)が減(へ)った<br>腹(はら)ペコだ,兄[あに] 役[やく]どのオレは 腹[はら]が 減[へ]った<br> 腹[はら]ペコだ,兄役どのオレは腹が減った腹ペコだ,"<img src=""Spirited_Away_-_ja_-_Jap_4174712.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4174452.mp3],"Ông Aniyaku, ta đói bụng quá trời.<br>Bụng đang sôi lên đây này.","이봐, 형님<br>너무 배고파서 죽겠어",大[dà]哥[gē] 我[wǒ]肚[dù]子[zi]饿[è]扁[biǎn]了[le],大[dà]哥[gē]，[，]我[wǒ]肚[dǔ]子[zi]餓[è]了[le]，[，]餓[è]扁[biǎn]了[le],"Hey boss, I'm hungry.","Oiga, jefe, tengo hambre.","Jefe, me muero de hambre.",腹ペコ[はらぺこ]＝とても 空腹[くうふく],役[やく]＝ 役割[やくわり]を 持[も]つ 人[ひと],〜だ： 断定[だんてい],,子[こ]どもが 腹ペコ[はらぺこ]で 泣[な]いている。,兄[あに] 役[やく]として 面倒[めんどう]を 見[み]る。,これは 本当[ほんとう]だ。,,[sound:hypertts-4057a946c43db51c01e93181d7ecba6273ef61150d73749e9248affe.mp3],[sound:hypertts-cb43056d253f9155bf0244647666f9a8a56703452121cf4355c7fa7f.mp3],[sound:hypertts-8e440621b099d2fc27dca714053b2deeac6b655c2a5f385c14cd013f.mp3],
みんな起こせ！,みんな 起[お]こせ！,みんな起こせ,"<img src=""Spirited_Away_-_ja_-_Jap_4185764.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4185561.mp3],Gọi tất cả dậy nhanh lên!,모조리 깨워,把[bǎ]大[dà]家[jiā]叫[jiào]起[qǐ]来[lái],把[bǎ]大[dà]家[jiā]叫[jiào]起[qǐ]來[lái],Wake everyone up.,Despierta a todos.,¡Despierta a todo el mundo!,起[お]こす＝ 眠[ねむ]りから 目[め]を 覚[さ]まさせる,,命令形[めいれいけい],,母[はは]が 私[わたし]を 起[お]こした。,,ドアを 開[あ]けろ！,,[sound:hypertts-30468cf777114bafc5a63061ae6f74d8b2f98c3f9cfdbc2a5b1a1f76.mp3],,[sound:hypertts-d29174e2614794634300b8d3715ec279f19c063f05b5afd0b76328d6.mp3],
釜爺(かまじい)が もう火をたいてる<br>そんなに寝(ね)ちゃったのかな,釜[かま] 爺[じい]がもう 火[ひ]をたいてる<br>そんなに 寝[ね]ちゃったのかな,釜爺がもう火をたいてるそんなに寝ちゃったのかな,"<img src=""Spirited_Away_-_ja_-_Jap_4249078.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4248896.mp3],Ông Kamaji đã đun nước rồi sao?<br>Mình ngủ lâu đến thế cơ à?,가마할아버지가<br>벌써 불을 때잖아?<br>내가 그렇게 오래 잤나?,锅[guō]炉[lú]爷[yé]爷[yé]已[yǐ]经[jīng]在[zài]烧[shāo]热[rè]水[shuǐ]了[le]<[<br>]b[wǒ]r[shuì]>[le]我[nà]睡[me]了[jiǔ]那[ma]么[？],鍋[guō]爐[lú]爺[yé]爺[yé]已[yǐ]經[jīng]在[zài]燒[shāo]熱[rè]水[shuǐ]了[le]<[<br>]b[wǒ]r[shuì]>[le]我[nà]睡[me]了[jiǔ]那[ma]麼[？],Kamaji's already lit the fires?<br>Did I sleep that long?,¿Kamaji ya encendió el fuego?<br>¿Tanto dormí?<br>¿Kamaji ya encendió el fuego?<br>¿Tanto dormí?,¿Kamaji ha encendido ya las calderas?<br>¿Tanto he dormido?<br>¿Kamaji ha encendido ya las calderas?<br>¿Tanto he dormido?,火[ひ]をたく＝ 火[ひ]を 起[お]こして 使[つか]う,釜[かま] 爺[じい]＝キャラの 固有[こゆう] 名[めい],〜ちゃった： 完了[かんりょう]・ 後悔[こうかい]（ 口語[こうご]）,〜かな： 自問[じもん]・ 推測[すいそく],薪[たきぎ]で 火[ひ]をたく。,釜[かま] 爺[じい]が 働[はたら]いている。,宿題[しゅくだい]を 忘[わす]れちゃった。,明日[あした] 雨[あめ]かな。,[sound:hypertts-b6758f357968827d19ae0c056fbb4f639a05bd26133ac1da88daa875.mp3],[sound:hypertts-7385751e856bb71064f761206a13664117a0fce7c026acf65950dac1.mp3],[sound:hypertts-d5f23148a28e780ae0953e0e0a749fc0f276bfa4534d1f4160170ce8.mp3],[sound:hypertts-d59fdeab1aa69fabc324087217f358659ba09a6b6d8c598c119aba85.mp3]
あまり物でも何でもいい<br>どんどんお出ししろ！,あまり 物[もの]でも 何[なん]でもいい<br>どんどんお 出[だ]ししろ！,あまり物でも何でもいいどんどんお出ししろ,"<img src=""Spirited_Away_-_ja_-_Jap_4259713.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4259496.mp3],"Mau mau đưa đồ ăn lên,<br>đồ thừa cũng được, đem nhiều vào!",남은 음식도 전부 갖다 드려!,什[shén]么[me]东[dōng]西[xī]都[dōu]行[xíng] 全[quán]部[bù]都[dōu]拿[ná]出[chū]来[lái],什[shén]麼[me]東[dōng]西[xī]都[dōu]行[xíng]，[，]全[quán]部[bù]都[dōu]拿[ná]出[chū]來[lái],"Serve everything you've got,<br>even leftovers.","Sirvan todo lo que hay,<br>incluso las sobras.","¡Traed todo lo que haya, hasta las sobras!",あまり 物[ぶつ]＝ 残り物[のこりもの],どんどん＝ 次々[つぎつぎ]に 勢[いきお]いよく,〜でも〜でも： 例示[れいじ],命令形[めいれいけい],あまり 物[ぶつ]で 料理[りょうり]を 作[つく]る。,雪[ゆき]がどんどん 降[ふ]る。,肉[にく]でも 魚[さかな]でもいい。,急[いそ]げ！,[sound:hypertts-c15ea82e3cc4c5e199e717cc52438b3958e9df7c38b09c0b53ec78f3.mp3],[sound:hypertts-a3eb271f43cb995804c6707831fe72e6b0721c821de2eeebcc265db4.mp3],[sound:hypertts-bd0535bfe2a31e1aa369671f3aaeeb0048b649a6ceff94a97455f45a.mp3],[sound:hypertts-1a693012f20288d0c1c902b568672f13285adcfb54b04243d36711a7.mp3]
すげえ気前のいい客が来たんだ,すげえ 気前[きまえ]のいい 客[きゃく]が 来[き]たんだ,すげえ気前のいい客が来たんだ,"<img src=""Spirited_Away_-_ja_-_Jap_4273644.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4273644.mp3],Vị khách mới tới này hào phóng lắm!,통이 큰 손님이 왔어,来[lái]了[le]一[yí]个[gè]很[hěn]大[dà]方[fāng]的[de]客[kè]人[rén],來[lái]了[le]一[yī]個[gè]很[hěn]大[dà]方[fāng]的[de]客[kè]人[rén],This guest's a real high roller.,Este cliente es todo un derrochón.,Ha venido un huésped ricachón.,気前[きまえ]＝ 物惜[ものお]しみしない 心[こころ],すげえ＝「すごい」の 口語[こうご],〜んだ： 説明[せつめい]・ 強調[きょうちょう],,気前[きまえ]よくおごる。,すげえ 景色[けしき]だ。,彼[かれ]は 学生[がくせい]なんだ。,,[sound:hypertts-b687b24551938ce6c0a84658579fd14e06500ff739565051f8b81179.mp3],[sound:hypertts-88c199da70237d5b76795ab315e038f98b142d85a18a2e1e0d517dbc.mp3],[sound:hypertts-4846eef51f5cb20fc0baccde393d566174904bf524711acb5e6b6b0c.mp3],
（女）お客様！<br>こちらをお召(め)し上がりください,（ 女[おんな]）お 客様[きゃくさま]！<br>こちらをお 召[め]し上[あ]がりください,お客様こちらをお召し上がりください,"<img src=""Spirited_Away_-_ja_-_Jap_4275813.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4275813.mp3],Thưa quý khách! Mời ngài dùng món này ạ!,이걸 드세요,,,"Please, sir, try this.","Señor, pruebe esto.","- ¡Pruebe esto, por favor!<br>- ¡Lo mejor de lo mejor!",召し上[めしあ]がる＝「 食[た]べる・ 飲[の]む」の 尊敬語[そんけいご],お 客様[きゃくさま]＝ 相手[あいて]を 敬[うやま]う 言葉[ことば],尊敬語[そんけいご],丁寧[ていねい] 表現[ひょうげん]「〜ください」,ご 飯[はん]を 召し上[めしあ]がってください。,お 客様[きゃくさま]がいらっしゃる。,社長[しゃちょう]がお 越[こ]しになります。,少々[しょうしょう]お 待[ま]ちください。,[sound:hypertts-b6dada1c4f2cf0b561dffe650e3b5d4c2fa6d211628f486d5488ee1b.mp3],[sound:hypertts-e59231edcf059b5b9e2f4f4c9bffd8542245c67589ac39b18f4038e9.mp3],[sound:hypertts-3c5a71ab5650119bb18c9d4131eba1021edb160d2a314de619415b28.mp3],[sound:hypertts-ccd0346e360aac2a5a64229ba8ea9a2eb6403f68fe3e09553d9ab00a.mp3]
（カオナシ）オレは腹(はら)ペコだ<br>ぜーんぶ持ってこい,（カオナシ）オレは 腹[はら]ペコだ<br>全部[ぜんぶ] 持[も]ってこい,オレは腹ペコだ全部持ってこい,"<img src=""Spirited_Away_-_ja_-_Jap_4286949.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4286641.mp3],Ta vẫn còn đói lắm.<br>Mang hết đồ ăn lên đây!,"아직 배고프다, 다 가져와",我[wǒ]肚[dù]子[zi]饿[è]了[le] 全[quán]部[bù]拿[ná]来[lái],我[wǒ]肚[dǔ]子[zi]餓[è]了[le]，[，]全[quán]部[bù]拿[ná]來[lái],"I'm starving, bring it all.","Muero de hambre, tráiganme todo.","¡Me muero de hambre, traedlo todo!",ぜーんぶ＝すべて,持[も]ってこい＝ 持[も]って 来[く]るの 命令形[めいれいけい],命令形[めいれいけい],,お 菓子[かし]をぜーんぶ 食[た]べた。,書類[しょるい]を 持[も]ってこい。,黙[だま]れ！,,[sound:hypertts-7ed0d099d92dd8623f5cbf4e048737c78328b323ecb1cbebdc6e4d13.mp3],[sound:hypertts-345a5b982ea55f1df2421f845d70467c8c81d53c9cadd8635d02ec7c.mp3],[sound:hypertts-44e4877abfdfda81c885887b4ea3e1f094163a59be3370d83c822e37.mp3],
たたき起こされて<br>ものすごい不機嫌(ふきげん)だから,たたき 起[お]こされて<br>ものすごい 不機嫌[ふきげん]だから,たたき起こされてものすごい不機嫌だから,"<img src=""Spirited_Away_-_ja_-_Jap_4305092.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4305092.mp3],Ông Kamaji vừa bị gọi dậy nên đang quạu.,자는데 깨워서<br>열 받아 있을 거야,把[bǎ]他[tā]吵[chǎo]醒[xǐng]了[le] 他[tā]脾[pí]气[qì]会[huì]很[hěn]坏[huài],把[bǎ]他[tā]吵[chǎo]醒[xǐng]了[le]，[，]他[tā]脾[pí]氣[qì]會[huì]很[hěn]壞[huài],He's in a foul mood<br>'cause they woke him up.,Está de muy mal humor<br>porque lo despertaron.,Está de muy mal humor<br>porque lo han despertado.,不機嫌[ふきげん]＝ 気分[きぶん]が 悪[わる]い,たたき 起[お]こす＝ 強[つよ]く 起[お]こす,〜から： 理由[りゆう],,朝[あさ]は 不機嫌[ふきげん]だ。,母[はは]にたたき 起[お]こされた。,雨[あめ]だから 行[い]かない。,,[sound:hypertts-1d15508add9f5b68aa0cb9d71f1f16b3cb79e87635636bac7c69d742.mp3],[sound:hypertts-227bcc6227dcf4d11b8578adde40ab71cdb1279592752d87bfad80b8.mp3],[sound:hypertts-df117e75f7ea2667b57dda9470b5b529868914585edd1aeb877a9a50.mp3],
お大臣(だいじん)さまのおなりだよ　それっ,お 大臣[だいじん]さまのおなりだよ　それっ,お大臣さまのおなりだよそれっ,"<img src=""Spirited_Away_-_ja_-_Jap_4486940.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4486555.mp3],Người vĩ đại nhất thế gian này<br>Mau chào đón ngài,부자 나리가 납시었네,大[dà]驾[jià]光[guāng]临[lín],要[yào]大[dà]駕[jià]光[guāng]臨[lín]喔[ō],To grace us with his presence,Para honrarnos con su presencia,"ese hombre, se acerca.",おなり＝ 身分の高い人[みぶんのたかいひと]の 来訪[らいほう]（ 古風[こふう]）,大臣[だいじん]＝ 高[たか]い 役職[やくしょく]の 官職[かんしょく],だよ： 説明[せつめい]・ 確認[かくにん],感嘆[かんたん]の 掛け声[かけごえ],殿[しんがり]のおなりだ。,大臣[だいじん]が 会見[かいけん]した。,今日[きょう]は 休[やす]みだよ。,それっ、 行[い]け！,[sound:hypertts-920e079d15b17b3de104bf16d1df5dd18bab919aaec3fdfb8006d984.mp3],[sound:hypertts-7e7293eb03012be362d75b6d6104832225045840893398958a99d0e0.mp3],[sound:hypertts-26b3165fc51e024261f39ab936d727f4365343e5d8fc56a2a380f4cc.mp3],[sound:hypertts-2bd0200dffb015d43b135dab6d55e379123e3b77c55597f1f4b1f7e5.mp3]
どけどけ お客様のお通りだ,どけどけお 客様[きゃくさま]のお 通[とお]りだ,どけどけお客様のお通りだ,"<img src=""Spirited_Away_-_ja_-_Jap_4524603.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4524603.mp3],Tránh ra. Đây là lối dành cho khách.,"비켜, 귀빈께서 지나가신다",让[ràng]开[kāi] 客[kè]人[rén]要[yào]过[guò]去[qù],讓[ràng]開[kāi]讓[ràng]開[kāi]，[，]客[kè]人[rén]要[yào]過[guò]去[qù],"Move, move. Let our guest through.",Muévete. Deja pasar a nuestro huésped.,"Aparta, deja pasar a nuestro invitado.",どけどけ＝ 道[みち]をあけろという 言い方[いいかた],通[とお]り＝ 通過[つうか],命令[めいれい] 表現[ひょうげん]（ 強[つよ]い）,のだ： 説明[せつめい],邪魔[じゃま]だ、どけどけ！,車[くるま]の 通[とお]りが 多[おお]い 道[みち]。,そこをどけ！,彼[かれ]が 先生[せんせい]のお 通[とお]りなんだ。,[sound:hypertts-8079ed18dcd2d77319ad2efc429c3b8dac40ba21a6708083b1ef6e00.mp3],[sound:hypertts-218c803e304c6f86b405d2ca56d4cd90ef5e1b61714b770c5e7be7a7.mp3],[sound:hypertts-e935879965bf0c2ca5d5acddff5edcaafbcadafec9cc9a62cd7bd6dd.mp3],[sound:hypertts-0dee5076bbac0913f9c73208009053239517b0af1e224ec0ee887384.mp3]
欲(ほ)しくない　いらない,欲[ほ]しくない　いらない,欲しくないいらない,"<img src=""Spirited_Away_-_ja_-_Jap_4555133.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4555133.mp3],"Tôi không muốn, không cần.","전 필요 없어요, 됐어요",我[wǒ]不[bù]想[xiǎng]要[yào] 我[wǒ]不[bú]要[yào],我[wǒ]不[bù]想[xiǎng]要[yào]，[，]我[wǒ]不[bú]要[yào],I don't want any. Don't need any.,No lo quiero. No lo necesito.,No lo quiero. No lo necesito.,欲[ほ]しい＝ 自分[じぶん]に 必要[ひつよう]だと 思[おも]う,いらない＝ 必要[ひつよう]ではない,否定形[ひていけい],,新[あたら]しい 靴[くつ]が 欲[ほ]しい。,お 金[かね]はいらない。,行[い]きたくない。,,[sound:hypertts-1eb4fa81be65ce1301f791b8eb0541a8ff1114858b903527bd46c8d2.mp3],[sound:hypertts-dcb63a8aaf7fdb9256731f55b28a1c6f83ae13f82ea52105a634e69f.mp3],[sound:hypertts-3b45108239a041a827f0ee86c4e17efc7256dcc38515b5723f71c8c3.mp3],
下がれ 下がれ！,下[さ]がれ 下[さ]がれ！,下がれ下がれ,"<img src=""Spirited_Away_-_ja_-_Jap_4577281.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4577281.mp3],Mau lui lại!,저리 물러가,退[tuì]下[xià],退[tuì]下[xià]…[…],"Back, get back.",Regresen.,"¡Atrás, atrás!",下[さ]がる＝ 後[うし]ろに 退[しりぞ]く,,命令形[めいれいけい]（ 繰り返[くりかえ]し）,,一 歩[ほ] 下[さ]がる。,,下[さ]がれ 下[さ]がれ！,,[sound:hypertts-619a963bc7aceaddb3c4fda9228b416fd5f80e2a75f114df917b5653.mp3],,[sound:hypertts-4a4defa023835b6f372b305da49a5d87ecc0be55ddb9c8aa0a652a73.mp3],
これは とんだご無礼(ぶれい)を<br>いたしました,これはとんだご 無礼[ぶれい]を<br>いたしました,これはとんだご無礼をいたしました,"<img src=""Spirited_Away_-_ja_-_Jap_4579324.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4579117.mp3],Xin lỗi vì đã thất lễ với ngài.,아이의 무례를 용서하세요,真[zhēn]是[shì]太[tài]失[shī]礼[lǐ]了[le],這[zhè]真[zhēn]是[shì]太[tài]失[shī]禮[lǐ]了[le],Please forgive her manners.,Le pido perdón por sus modales.,Perdone su falta de educación.,無礼[ぶれい]＝ 礼儀[れいぎ]を 欠[か]くこと,とんだ＝とてもひどい,〜をいたしました： 謙譲[けんじょう]の 謝罪[しゃざい] 表現[ひょうげん],,無礼[ぶれい]な 態度[たいど]をとる。,とんだ 失敗[しっぱい]をした。,ご 迷惑[めいわく]をおかけいたしました。,,[sound:hypertts-746360d6616949768698ae57469bcdd4841226a6113f3007aea9202f.mp3],[sound:hypertts-6853a4077c4c4567a883b0ef13f594f209f458f29f73da3b63d86ac8.mp3],[sound:hypertts-55a5da92763b73ea608b6456139d84987c4d81581e03f0e9ec6e8fe6.mp3],
なにぶん新米の<br>人間の小娘(こむすめ)でございまして,なにぶん 新米[しんまい]の<br> 人間[にんげん]の 小娘[こむすめ]でございまして,なにぶん新米の人間の小娘でございまして,"<img src=""Spirited_Away_-_ja_-_Jap_4581535.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4581535.mp3],"Con bé đó là con người,<br>lại vừa mới tới, mong ngài bỏ qua.",아무래도 풋내기 인간이라…,因[yīn]为[wèi]她[tā]是[shì]刚[gāng]来[lái]的[de]人[rén]类[lèi]女[nǚ]孩[hái],因[yīn]為[wèi]她[tā]是[shì]剛[gāng]進[jìn]來[lái]的[de]人[rén]類[lèi]小[xiǎo]女[nǚ]孩[hái],"After all, the girl is only human<br>and new here...","Después de todo, esa niña es humana<br>y es nueva aquí.","Al fin y al cabo,<br>es una niña humana y es nueva.",新米[しんまい]＝ 経験[けいけん]の 少[すく]ない 人[ひと],小娘[こむすめ]＝ 若[わか]い 娘[むすめ]をやや 下[さ]げて 言[い]う,〜でございまして： 丁寧[ていねい]な 説明[せつめい],なにぶん〜： 事情[じじょう]を 強調[きょうちょう]する 表現[ひょうげん],新米[しんまい] 社員[しゃいん]です。,あの 小娘[こむすめ]が 来[き]た。,私[わたし]は 学生[がくせい]でございまして。,なにぶん 初[はじ]めてなもので。,[sound:hypertts-afe2009d66bc12d5c5151926dc1b1d53fa62e61893e4a405955d99ee.mp3],[sound:hypertts-34b7eaf0c57a02e8bc460a3bad8c67958890c43c7a0bc75bc997d0c3.mp3],[sound:hypertts-a6383ac9f0498b9c326a0189cd92bf9032d3305263149621308f9094.mp3],[sound:hypertts-26d7cb63b7e6a336fdab34a2c0f96ef4867a7a13817eb68d18bfa93f.mp3]
（湯婆婆(ゆばーば)）欲(よく)にかられて とんでもない客を<br>引き入れたもんだよ,（ 湯婆婆[ゆばーば]） 欲[よく]にかられてとんでもない 客[きゃく]を<br> 引き入[ひきい]れたもんだよ,欲にかられてとんでもない客を引き入れたもんだよ,"<img src=""Spirited_Away_-_ja_-_Jap_4767971.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4767971.mp3],Lòng tham đã thu hút<br>tên khách quái dị ấy đến đây.,돈에 눈이 멀어서<br>그런 손님을 들이다니,被[bèi]利[lì]欲[yù]熏[xūn]心[xīn] 招[zhāo]引[yǐn]惹[rě]不[bù]得[dé]的[de]客[kè]人[rén]进[jìn]来[lái],被[bèi]利[lì]慾[yù]薰[xūn]心[xīn]，[，]招[zhāo]引[yǐn]惹[rě]不[bù]得[dé]的[de]客[kè]人[rén]進[jìn]來[lái],"Your greed attracted<br>quite a guest, all right.","Tu codicia atrajo<br>a un gran cliente, está bien.",Menudo invitado ha atraído tu codicia.,欲[よく]＝ 強[つよ]い 望[のぞ]み,引き入[ひきい]れる＝ 招き入[まねきい]れる,〜もんだ： 強調[きょうちょう]・ 感嘆[かんたん],〜にかられて： 影響[えいきょう]されて,欲[よく]に 目[め]がくらむ。,新人[しんじん]をグループに 引き入[ひきい]れる。,よく 言[い]うもんだ。,好奇心[こうきしん]にかられて 出[で]かけた。,[sound:hypertts-de60965f492a1ed0fe9d26d7488d1e00ab4d00bcd9a7f0c1227a9f2a.mp3],[sound:hypertts-837f78626ec26e86e169a2363766390a772011a4ecffe148ae6688c1.mp3],[sound:hypertts-37cffbd21b21be8be208c3060404b602a589754e1774b3cf25b022c5.mp3],[sound:hypertts-d997abadeee169f3c06af2798fea0e540db8d91c7ccd9d630e82bcd8.mp3]
私(わたし)が行くまで余計(よけい)なことを<br>するんじゃないよ,私[わたし]が 行[い]くまで 余計[よけい]なことを<br>するんじゃないよ,私が行くまで余計なことをするんじゃないよ,"<img src=""Spirited_Away_-_ja_-_Jap_4771349.jpeg"">",[sound:Spirited_Away_-_ja_-_Jap_4771349.mp3],"Ta sẽ đến đó,<br>đừng tự ý làm gì cả kẻo hỏng việc!",내가 갈 때까지<br>쓸데없는 짓은 하지 마,在[zài]我[wǒ]去[qù]之[zhī]前[qián]不[bú]要[yào]轻[qīng]举[jǔ]妄[wàng]动[dòng],在[zài]我[wǒ]去[qù]之[zhī]前[qián]不[bú]要[yào]輕[qīng]舉[jǔ]妄[wàng]動[dòng]喔[ō],Don't do anything stupid<br>until I get down there.,No hagas nada estúpido hasta que yo baje.,"No hagas nada,",余計[よけい]なこと＝ 必要[ひつよう]のないこと,,〜まで： 時[とき]の 限界[げんかい],〜んじゃない： 禁止[きんし],余計[よけい]なことを 言[い]うな。,,彼[かれ]が 帰[かえ]るまで 待[ま]つ。,触[さわ]るんじゃない。,[sound:hypertts-562de1ceeccf08d2195e4908bd086e28b9b42b5620e2afdbb5145e3d.mp3],,[sound:hypertts-066065d2d6f68ffa6ae2fc21d74a103cbc66377d96ff5e76da00b121.mp3],[sound:hypertts-25abaa69f54a3dbea4bd1d14e86def39707ff38e2562e30ee0e50e41.mp3]
